caller_id,receiver_id,start_time,duration_sec,call_type,sim_id,device_id,location_origin,country_origin,location_dest,country_dest,is_night_call,transaction_status,fraud_type
9349303404,6051029129,2025-05-31 16:09:56,141,local,SIM002787,DEV05146,Kampala,UG,Cairo,EG,0,Fraudulent,random_fraud
1903324159,6996943075,2025-05-31 16:09:56,158,local,SIM008945,DEV04320,Cairo,EG,Lagos,NG,0,Genuine,none
2548049783,7937700333,2025-05-31 16:09:56,271,international,SIM000526,DEV06453,Lagos,NG,Lagos,NG,0,Fraudulent,random_fraud
9156552380,2556056235,2025-05-31 16:09:56,42,local,SIM_FAKE_675,DEV06633,Johannesburg,ZA,Cairo,EG,0,Fraudulent,subscription_fraud
3597873807,7519647909,2025-05-31 16:09:56,88,local,SIM000271,DEV07362,Lagos,NG,Cairo,EG,0,Genuine,none
6921564970,7807652392,2025-05-31 16:09:56,21,international,SIM002345,DEV08125,Nairobi,KE,Nairobi,KE,0,Fraudulent,sim_box_fraud
5671528657,1987617583,2025-05-31 16:09:56,93,local,SIM017546,DEV04663,Addis Ababa,ET,Accra,GH,0,Fraudulent,random_fraud
2995688403,9208096796,2025-05-31 16:09:56,93,international,SIM011140,DEV02377,Johannesburg,ZA,Accra,GH,0,Fraudulent,random_fraud
1899151051,2885135014,2025-05-31 16:09:56,42,local,SIM_FAKE_845,DEV01321,Addis Ababa,ET,Lagos,NG,0,Fraudulent,subscription_fraud
5591668714,3135476414,2025-05-31 16:09:56,172,local,SIM_FAKE_698,DEV02649,Nairobi,KE,Johannesburg,ZA,0,Fraudulent,subscription_fraud
3709484107,8235254760,2025-05-31 16:09:56,244,local,SIM011071,DEV03352,Kampala,UG,Lagos,NG,0,Genuine,none
8011831164,5330934210,2025-05-31 16:09:56,55,international,SIM007223,DEV00679,Nairobi,KE,Nairobi,KE,0,Genuine,none
4781809030,8192227212,2025-05-31 16:09:56,28,international,SIM014942,DEV08975,Kampala,UG,Accra,GH,0,Fraudulent,sim_box_fraud
8322477902,2393097492,2025-05-31 16:09:56,137,local,SIM002353,DEV02463,Cairo,EG,Johannesburg,ZA,0,Genuine,none
8316589503,7028137629,2025-05-31 16:09:56,63,local,SIM012578,DEV07913,Accra,GH,Johannesburg,ZA,0,Genuine,none
7630443226,6487916890,2025-05-31 16:09:56,32,local,SIM017103,DEV04193,Lagos,NG,Addis Ababa,ET,0,Genuine,none
1766861559,7779154028,2025-05-31 16:09:56,241,local,SIM011021,DEV08570,Nairobi,KE,Johannesburg,ZA,0,Genuine,none
4222740108,8345609542,2025-05-31 16:09:56,49,local,SIM007961,DEV04995,Johannesburg,ZA,Cairo,EG,0,Fraudulent,call_masking
4900725233,7182293929,2025-05-31 16:09:56,92,local,SIM006884,DEV06094,Lagos,NG,Addis Ababa,ET,0,Fraudulent,call_masking
3647619079,8556825825,2025-05-31 16:09:56,366,international,SIM011338,DEV03333,Johannesburg,ZA,Johannesburg,ZA,0,Fraudulent,random_fraud
2660965570,6336054805,2025-05-31 16:09:56,31,international,SIM003262,DEV07387,Johannesburg,ZA,Cairo,EG,0,Fraudulent,random_fraud
1723730088,7572621530,2025-05-31 16:09:56,190,local,SIM015116,DEV00013,Johannesburg,ZA,Lagos,NG,0,Fraudulent,random_fraud
7053692330,4897776558,2025-05-31 16:09:56,346,local,SIM002918,DEV09030,Addis Ababa,ET,Nairobi,KE,0,Genuine,none
2947951924,2517604007,2025-05-31 16:09:56,109,local,SIM010686,DEV04060,Cairo,EG,Nairobi,KE,0,Genuine,none
5765970220,6933521249,2025-05-31 16:09:56,158,international,SIM_FAKE_635,DEV08358,Kampala,UG,Lagos,NG,0,Fraudulent,subscription_fraud
2717788299,1618637587,2025-05-31 16:09:56,11,international,SIM012949,DEV08358,Addis Ababa,ET,Accra,GH,0,Fraudulent,sim_box_fraud
5456542790,3726003117,2025-05-31 16:09:56,223,local,SIM002379,DEV00660,Johannesburg,ZA,Lagos,NG,0,Fraudulent,call_masking
1391561588,5271775647,2025-05-31 16:09:56,257,local,SIM004595,DEV04497,Johannesburg,ZA,Johannesburg,ZA,0,Genuine,none
9646118690,9716984714,2025-05-31 16:09:56,15,international,SIM_FAKE_355,DEV09236,Johannesburg,ZA,Addis Ababa,ET,0,Fraudulent,subscription_fraud
4580008699,3652301801,2025-05-31 16:09:56,16,international,SIM015937,DEV02552,Nairobi,KE,Cairo,EG,0,Fraudulent,sim_box_fraud
9201077235,3243451302,2025-05-31 16:09:56,393,local,SIM018410,DEV08043,Lagos,NG,Lagos,NG,0,Genuine,none
7173223344,4326027319,2025-05-31 16:09:56,17,international,SIM006486,DEV00497,Addis Ababa,ET,Accra,GH,0,Fraudulent,sim_box_fraud
1430235244,6504050407,2025-05-31 16:09:56,345,local,SIM010317,DEV08494,Accra,GH,Accra,GH,0,Genuine,none
4387573936,7017148137,2025-05-31 16:09:56,194,local,SIM007269,DEV00347,Cairo,EG,Nairobi,KE,0,Genuine,none
5442467661,1086744425,2025-05-31 16:09:56,784,international,SIM007615,DEV02458,Nairobi,KE,Kampala,UG,0,Fraudulent,random_fraud
9950242533,7913484572,2025-05-31 16:09:56,231,local,SIM_FAKE_276,DEV01965,Johannesburg,ZA,Johannesburg,ZA,0,Fraudulent,subscription_fraud
3961139546,1395505143,2025-05-31 16:09:56,134,international,SIM017331,DEV08469,Nairobi,KE,Johannesburg,ZA,0,Fraudulent,random_fraud
3016598882,7402991204,2025-05-31 16:09:56,353,local,SIM004600,DEV09501,Cairo,EG,Accra,GH,0,Genuine,none
6880279141,9579118566,2025-05-31 16:09:56,44,local,SIM002159,DEV09977,Johannesburg,ZA,Cairo,EG,0,Fraudulent,random_fraud
1411913817,6724976563,2025-05-31 16:09:56,48,international,SIM010735,DEV08325,Lagos,NG,Kampala,UG,0,Fraudulent,sim_box_fraud
1424410705,2662617158,2025-05-31 16:09:56,268,local,SIM016691,DEV01373,Addis Ababa,ET,Kampala,UG,0,Genuine,none
6630902608,7158475117,2025-05-31 16:09:56,583,local,SIM006584,DEV03829,Accra,GH,Nairobi,KE,0,Genuine,none
2319641570,1985616532,2025-05-31 16:09:56,15,international,SIM010662,DEV06706,Cairo,EG,Nairobi,KE,0,Fraudulent,sim_box_fraud
5671761339,8642527341,2025-05-31 16:09:56,26,international,SIM004868,DEV06317,Nairobi,KE,Lagos,NG,0,Fraudulent,sim_box_fraud
8176427974,5526111732,2025-05-31 16:09:56,120,local,SIM_FAKE_372,DEV08342,Cairo,EG,Accra,GH,0,Fraudulent,subscription_fraud
6613321248,9914517490,2025-05-31 16:09:56,216,local,SIM007130,DEV05316,Accra,GH,Addis Ababa,ET,0,Fraudulent,random_fraud
4921536124,1113123876,2025-05-31 16:09:56,65,international,SIM000267,DEV00195,Accra,GH,Cairo,EG,0,Genuine,none
7209332332,2015547167,2025-05-31 16:09:56,68,local,SIM019584,DEV04617,Kampala,UG,Johannesburg,ZA,0,Genuine,none
5914604986,9940679356,2025-05-31 16:09:56,447,local,SIM017378,DEV03000,Addis Ababa,ET,Kampala,UG,0,Genuine,none
7430620734,6109330408,2025-05-31 16:09:56,165,local,SIM004563,DEV07354,Johannesburg,ZA,Nairobi,KE,0,Genuine,none
5490632834,4279639017,2025-05-31 16:09:56,582,local,SIM018535,DEV05500,Addis Ababa,ET,Accra,GH,0,Fraudulent,call_masking
5934846295,6218120724,2025-05-31 16:09:56,31,international,SIM015259,DEV05888,Cairo,EG,Addis Ababa,ET,0,Fraudulent,call_masking
8725040719,2354172946,2025-05-31 16:09:56,154,local,SIM_FAKE_18,DEV01038,Accra,GH,Nairobi,KE,0,Fraudulent,subscription_fraud
1840376770,8110320266,2025-05-31 16:09:56,612,local,SIM_FAKE_366,DEV07835,Accra,GH,Lagos,NG,0,Fraudulent,subscription_fraud
3057572931,5353402119,2025-05-31 16:09:56,309,local,SIM000302,DEV09265,Nairobi,KE,Johannesburg,ZA,0,Fraudulent,call_masking
5229223964,9196290549,2025-05-31 16:09:56,618,local,SIM019052,DEV07965,Lagos,NG,Cairo,EG,0,Genuine,none
4172937047,8228867785,2025-05-31 16:09:56,44,international,SIM013925,DEV03958,Accra,GH,Lagos,NG,0,Fraudulent,sim_box_fraud
7886394261,1069015472,2025-05-31 16:09:56,221,international,SIM011921,DEV04855,Kampala,UG,Accra,GH,0,Genuine,none
7249681790,5548359405,2025-05-31 16:09:56,128,local,SIM006005,DEV06044,Cairo,EG,Nairobi,KE,0,Genuine,none
9978934672,9571658764,2025-05-31 16:09:56,194,local,SIM007885,DEV07532,Addis Ababa,ET,Accra,GH,0,Genuine,none
8136640750,9514797689,2025-05-31 16:09:56,37,local,SIM_FAKE_319,DEV09756,Lagos,NG,Accra,GH,0,Fraudulent,subscription_fraud
9567848656,5670230284,2025-05-31 16:09:56,156,local,SIM007891,DEV07118,Kampala,UG,Kampala,UG,0,Genuine,none
8350256041,4852127110,2025-05-31 16:09:56,49,international,SIM006633,DEV04147,Nairobi,KE,Kampala,UG,0,Genuine,none
4033048457,1892630587,2025-05-31 16:09:56,120,international,SIM000761,DEV08524,Kampala,UG,Addis Ababa,ET,0,Fraudulent,call_masking
1575301874,4294983906,2025-05-31 16:09:56,83,local,SIM015211,DEV00603,Addis Ababa,ET,Lagos,NG,0,Fraudulent,call_masking
1597171939,2206179814,2025-05-31 16:09:56,136,local,SIM005934,DEV01168,Johannesburg,ZA,Lagos,NG,0,Fraudulent,call_masking
3767011200,3879904298,2025-05-31 16:09:56,115,local,SIM018062,DEV04511,Kampala,UG,Johannesburg,ZA,0,Genuine,none
8140965378,9730779952,2025-05-31 16:09:56,225,international,SIM004217,DEV07718,Kampala,UG,Addis Ababa,ET,0,Genuine,none
2423404684,2210541912,2025-05-31 16:09:56,168,international,SIM019687,DEV04304,Johannesburg,ZA,Nairobi,KE,0,Fraudulent,random_fraud
6151117187,7655988866,2025-05-31 16:09:56,39,international,SIM009422,DEV06361,Johannesburg,ZA,Nairobi,KE,0,Fraudulent,sim_box_fraud
5224832669,8141868960,2025-05-31 16:09:56,43,international,SIM013400,DEV07268,Johannesburg,ZA,Nairobi,KE,0,Fraudulent,sim_box_fraud
3913035771,3510196695,2025-05-31 16:09:56,10,local,SIM009119,DEV06544,Lagos,NG,Addis Ababa,ET,0,Fraudulent,random_fraud
9773681024,8003304949,2025-05-31 16:09:56,88,local,SIM012382,DEV01103,Kampala,UG,Addis Ababa,ET,0,Fraudulent,random_fraud
6111952290,3711494065,2025-05-31 16:09:56,189,local,SIM006524,DEV01594,Cairo,EG,Kampala,UG,0,Fraudulent,random_fraud
2260818559,3333194359,2025-05-31 16:09:56,339,international,SIM005885,DEV09719,Kampala,UG,Addis Ababa,ET,0,Genuine,none
7601073967,6284161915,2025-05-31 16:09:56,92,local,SIM005729,DEV07239,Cairo,EG,Addis Ababa,ET,0,Genuine,none
6972019129,8578656549,2025-05-31 16:09:56,46,international,SIM007942,DEV04315,Johannesburg,ZA,Addis Ababa,ET,0,Fraudulent,sim_box_fraud
6200393114,5780323374,2025-05-31 16:09:56,122,local,SIM007441,DEV09727,Johannesburg,ZA,Addis Ababa,ET,0,Genuine,none
9702064686,5877841040,2025-05-31 16:09:56,236,local,SIM007643,DEV08284,Addis Ababa,ET,Nairobi,KE,0,Fraudulent,call_masking
2908971104,3870164225,2025-05-31 16:09:56,15,international,SIM005759,DEV07127,Lagos,NG,Cairo,EG,0,Fraudulent,sim_box_fraud
9416740795,5693626324,2025-05-31 16:09:56,113,local,SIM008548,DEV07456,Kampala,UG,Addis Ababa,ET,0,Genuine,none
7775537014,7951791973,2025-05-31 16:09:56,22,local,SIM_FAKE_746,DEV00430,Cairo,EG,Lagos,NG,0,Fraudulent,subscription_fraud
2485018189,9560192541,2025-05-31 16:09:56,80,local,SIM007970,DEV00767,Kampala,UG,Lagos,NG,0,Genuine,none
4054267537,5272335345,2025-05-31 16:09:56,58,local,SIM014876,DEV05766,Cairo,EG,Johannesburg,ZA,0,Fraudulent,call_masking
1658495120,3997939021,2025-05-31 16:09:56,85,local,SIM_FAKE_597,DEV00699,Johannesburg,ZA,Lagos,NG,0,Fraudulent,subscription_fraud
9164178536,4449186507,2025-05-31 16:09:56,65,international,SIM018532,DEV08911,Nairobi,KE,Cairo,EG,0,Genuine,none
5702683061,4106226562,2025-05-31 16:09:56,92,local,SIM015243,DEV06265,Cairo,EG,Accra,GH,0,Genuine,none
6887238640,7817091005,2025-05-31 16:09:56,42,local,SIM015006,DEV02791,Lagos,NG,Cairo,EG,0,Genuine,none
4513276590,4983526762,2025-05-31 16:09:56,21,international,SIM011543,DEV05928,Johannesburg,ZA,Kampala,UG,0,Fraudulent,sim_box_fraud
2078370982,5567495040,2025-05-31 16:09:56,132,international,SIM014985,DEV05865,Kampala,UG,Accra,GH,0,Genuine,none
9215673655,6379061317,2025-05-31 16:09:56,148,local,SIM008891,DEV02927,Cairo,EG,Addis Ababa,ET,0,Genuine,none
4835569499,6198903424,2025-05-31 16:09:56,10,local,SIM012601,DEV02992,Cairo,EG,Accra,GH,0,Genuine,none
4200884491,8138977400,2025-05-31 16:09:56,12,local,SIM005349,DEV03718,Cairo,EG,Addis Ababa,ET,0,Genuine,none
8862518517,9660583033,2025-05-31 16:09:56,407,international,SIM000186,DEV01258,Lagos,NG,Johannesburg,ZA,0,Genuine,none
7724688472,7003055187,2025-05-31 16:09:56,31,international,SIM019976,DEV08514,Addis Ababa,ET,Johannesburg,ZA,0,Fraudulent,sim_box_fraud
5177152525,9027713432,2025-05-31 16:09:56,189,local,SIM015769,DEV02406,Kampala,UG,Addis Ababa,ET,0,Genuine,none
5448348380,9177602211,2025-05-31 16:09:56,37,international,SIM004117,DEV00913,Kampala,UG,Johannesburg,ZA,0,Fraudulent,sim_box_fraud
8311463458,1016106829,2025-05-31 16:09:56,100,international,SIM001528,DEV08375,Lagos,NG,Johannesburg,ZA,0,Genuine,none
2566563460,7347065809,2025-05-31 16:09:56,316,local,SIM008081,DEV09179,Cairo,EG,Lagos,NG,0,Genuine,none
4498640053,8327094581,2025-05-31 16:09:56,30,local,SIM015767,DEV06380,Cairo,EG,Addis Ababa,ET,0,Genuine,none
7647092910,2917302502,2025-05-31 16:09:56,153,international,SIM019072,DEV06015,Kampala,UG,Cairo,EG,0,Genuine,none
7936391045,3885027953,2025-05-31 16:09:56,118,international,SIM000217,DEV05316,Kampala,UG,Johannesburg,ZA,0,Genuine,none
2583828613,1273175319,2025-05-31 16:09:56,62,local,SIM_FAKE_941,DEV07560,Nairobi,KE,Nairobi,KE,0,Fraudulent,subscription_fraud
4319618760,6057513549,2025-05-31 16:09:56,143,international,SIM017296,DEV03052,Cairo,EG,Kampala,UG,0,Fraudulent,call_masking
7914165009,1096647617,2025-05-31 16:09:56,289,local,SIM001134,DEV00558,Kampala,UG,Nairobi,KE,0,Fraudulent,random_fraud
6643357251,8327482314,2025-05-31 16:09:56,35,local,SIM007854,DEV00297,Kampala,UG,Accra,GH,0,Fraudulent,random_fraud
8367134666,9596575624,2025-05-31 16:09:56,59,local,SIM007868,DEV02929,Nairobi,KE,Addis Ababa,ET,0,Fraudulent,random_fraud
3776996235,2802492639,2025-05-31 16:09:56,10,local,SIM007508,DEV00506,Accra,GH,Cairo,EG,0,Genuine,none
6797294032,5064475983,2025-05-31 16:09:56,95,local,SIM006888,DEV06867,Kampala,UG,Johannesburg,ZA,0,Genuine,none
4366086346,1669612968,2025-05-31 16:09:56,10,international,SIM017254,DEV01828,Lagos,NG,Addis Ababa,ET,0,Genuine,none
6266557696,9732568139,2025-05-31 16:09:56,23,local,SIM015146,DEV00977,Addis Ababa,ET,Kampala,UG,0,Fraudulent,call_masking
1044013576,5167202480,2025-05-31 16:09:56,135,international,SIM014187,DEV08080,Addis Ababa,ET,Kampala,UG,0,Genuine,none
8938026326,5203920859,2025-05-31 16:09:56,13,international,SIM006671,DEV08266,Kampala,UG,Lagos,NG,0,Fraudulent,sim_box_fraud
2239015366,7930046984,2025-05-31 16:09:56,97,local,SIM013463,DEV06715,Kampala,UG,Kampala,UG,0,Genuine,none
5057895135,2463519978,2025-05-31 16:09:56,52,local,SIM002239,DEV08623,Addis Ababa,ET,Cairo,EG,0,Genuine,none
1021280487,4674760685,2025-05-31 16:09:56,47,international,SIM004498,DEV00369,Nairobi,KE,Nairobi,KE,0,Fraudulent,sim_box_fraud
9331573850,6377423564,2025-05-31 16:09:56,45,international,SIM_FAKE_727,DEV00533,Johannesburg,ZA,Kampala,UG,0,Fraudulent,subscription_fraud
7163285168,7088260019,2025-05-31 16:09:56,87,local,SIM010305,DEV04524,Lagos,NG,Addis Ababa,ET,0,Genuine,none
7608928128,1608882057,2025-05-31 16:09:56,58,local,SIM018192,DEV03925,Johannesburg,ZA,Kampala,UG,0,Genuine,none
9071131877,6370744286,2025-05-31 16:09:56,34,international,SIM000907,DEV06320,Nairobi,KE,Nairobi,KE,0,Genuine,none
1857981443,4641157660,2025-05-31 16:09:56,15,local,SIM013963,DEV06822,Lagos,NG,Nairobi,KE,0,Genuine,none
5893197157,5586433848,2025-05-31 16:09:56,10,local,SIM009533,DEV08792,Lagos,NG,Accra,GH,0,Genuine,none
3017122905,5448401637,2025-05-31 16:09:56,37,international,SIM002622,DEV00773,Kampala,UG,Nairobi,KE,0,Fraudulent,sim_box_fraud
7102003051,5513009252,2025-05-31 16:09:56,209,local,SIM015604,DEV03764,Lagos,NG,Johannesburg,ZA,0,Fraudulent,call_masking
7462296400,8400754234,2025-05-31 16:09:56,21,international,SIM009394,DEV05485,Lagos,NG,Nairobi,KE,0,Fraudulent,sim_box_fraud
9022479907,6901434720,2025-05-31 16:09:56,496,local,SIM002509,DEV01927,Lagos,NG,Nairobi,KE,0,Genuine,none
2321708137,2234533605,2025-05-31 16:09:56,107,local,SIM010824,DEV09704,Accra,GH,Johannesburg,ZA,0,Genuine,none
6935116769,4056601074,2025-05-31 16:09:56,10,international,SIM004634,DEV09352,Addis Ababa,ET,Nairobi,KE,0,Fraudulent,sim_box_fraud
4437841243,7177645886,2025-05-31 16:09:56,10,international,SIM018725,DEV03528,Addis Ababa,ET,Addis Ababa,ET,0,Genuine,none
4914810776,8370754126,2025-05-31 16:09:56,68,local,SIM005711,DEV02111,Nairobi,KE,Nairobi,KE,0,Genuine,none
1406554610,2876533582,2025-05-31 16:09:56,155,local,SIM000799,DEV02306,Addis Ababa,ET,Kampala,UG,0,Fraudulent,call_masking
9797969128,9502130094,2025-05-31 16:09:56,23,local,SIM017303,DEV05703,Addis Ababa,ET,Addis Ababa,ET,0,Genuine,none
9662506038,3393189724,2025-05-31 16:09:56,36,local,SIM_FAKE_700,DEV07080,Kampala,UG,Accra,GH,0,Fraudulent,subscription_fraud
6717933750,1384209849,2025-05-31 16:09:56,53,local,SIM003278,DEV04433,Johannesburg,ZA,Kampala,UG,0,Genuine,none
5089971675,1420446582,2025-05-31 16:09:56,82,local,SIM016404,DEV08698,Accra,GH,Cairo,EG,0,Fraudulent,call_masking
3262867468,2559116860,2025-05-31 16:09:56,33,international,SIM007990,DEV08734,Johannesburg,ZA,Cairo,EG,0,Fraudulent,sim_box_fraud
1499921119,5363728556,2025-05-31 16:09:56,102,local,SIM006988,DEV06999,Nairobi,KE,Accra,GH,0,Genuine,none
1422827506,8260327932,2025-05-31 16:09:56,114,international,SIM003014,DEV05317,Kampala,UG,Kampala,UG,0,Fraudulent,random_fraud
5206088899,8038889868,2025-05-31 16:09:56,72,international,SIM_FAKE_827,DEV06692,Nairobi,KE,Johannesburg,ZA,0,Fraudulent,subscription_fraud
3637951883,5555965474,2025-05-31 16:09:56,71,local,SIM001849,DEV02486,Cairo,EG,Addis Ababa,ET,0,Genuine,none
2709344946,5780344262,2025-05-31 16:09:56,39,international,SIM006223,DEV09324,Addis Ababa,ET,Kampala,UG,0,Fraudulent,sim_box_fraud
5034842772,9763230642,2025-05-31 16:09:56,179,local,SIM000897,DEV06070,Kampala,UG,Nairobi,KE,0,Fraudulent,call_masking
6864541799,9590599490,2025-05-31 16:09:56,219,local,SIM009132,DEV05291,Accra,GH,Johannesburg,ZA,0,Genuine,none
4973870857,6247241747,2025-05-31 16:09:56,264,local,SIM_FAKE_45,DEV00481,Kampala,UG,Johannesburg,ZA,0,Fraudulent,subscription_fraud
8687497542,8175140857,2025-05-31 16:09:56,86,international,SIM000139,DEV05184,Accra,GH,Cairo,EG,0,Fraudulent,call_masking
2578505536,2456124276,2025-05-31 16:09:56,105,local,SIM012641,DEV06901,Lagos,NG,Accra,GH,0,Fraudulent,call_masking
3454179286,3126452673,2025-05-31 16:09:56,87,local,SIM_FAKE_182,DEV02841,Accra,GH,Nairobi,KE,0,Fraudulent,subscription_fraud
9658707866,5089851016,2025-05-31 16:09:56,52,local,SIM_FAKE_215,DEV01313,Johannesburg,ZA,Cairo,EG,0,Fraudulent,subscription_fraud
8242674237,2215955871,2025-05-31 16:09:56,41,international,SIM006735,DEV03031,Lagos,NG,Cairo,EG,0,Fraudulent,sim_box_fraud
2733645607,9506787385,2025-05-31 16:09:56,221,local,SIM002871,DEV09740,Cairo,EG,Lagos,NG,0,Fraudulent,random_fraud
9659921854,6808810395,2025-05-31 16:09:56,51,local,SIM000866,DEV04920,Kampala,UG,Nairobi,KE,0,Genuine,none
2694823963,9940531567,2025-05-31 16:09:56,36,international,SIM010588,DEV04142,Nairobi,KE,Lagos,NG,0,Fraudulent,sim_box_fraud
4199751754,5869561685,2025-05-31 16:09:56,140,local,SIM011518,DEV00047,Johannesburg,ZA,Lagos,NG,0,Fraudulent,call_masking
5610669785,5260981838,2025-05-31 16:09:56,240,international,SIM010193,DEV07816,Johannesburg,ZA,Johannesburg,ZA,0,Genuine,none
4152126083,3577135521,2025-05-31 16:09:56,157,local,SIM014092,DEV05593,Nairobi,KE,Kampala,UG,0,Genuine,none
2668204609,2503843239,2025-05-31 16:09:56,167,local,SIM012293,DEV09207,Accra,GH,Cairo,EG,0,Genuine,none
7157877748,4532167512,2025-05-31 16:09:56,18,local,SIM012727,DEV08286,Addis Ababa,ET,Johannesburg,ZA,0,Genuine,none
1083827763,4787122012,2025-05-31 16:09:56,136,local,SIM_FAKE_958,DEV05197,Johannesburg,ZA,Cairo,EG,0,Fraudulent,subscription_fraud
1429454311,2535183505,2025-05-31 16:09:56,217,local,SIM004592,DEV07255,Lagos,NG,Johannesburg,ZA,0,Fraudulent,random_fraud
5660706116,8534911595,2025-05-31 16:09:56,10,local,SIM006001,DEV03594,Accra,GH,Accra,GH,0,Genuine,none
1571195867,4007217546,2025-05-31 16:09:56,34,local,SIM019449,DEV05089,Accra,GH,Kampala,UG,0,Genuine,none
2874760324,9302526082,2025-05-31 16:09:56,336,local,SIM_FAKE_263,DEV02686,Accra,GH,Accra,GH,0,Fraudulent,subscription_fraud
8302035276,7817850514,2025-05-31 16:09:56,34,international,SIM008309,DEV08819,Kampala,UG,Kampala,UG,0,Fraudulent,sim_box_fraud
4534132960,1133332539,2025-05-31 16:09:56,142,local,SIM014660,DEV00016,Cairo,EG,Nairobi,KE,0,Fraudulent,call_masking
4542682605,3978682966,2025-05-31 16:09:56,44,international,SIM005045,DEV05031,Nairobi,KE,Kampala,UG,0,Fraudulent,sim_box_fraud
1086815758,6170063534,2025-05-31 16:09:56,176,local,SIM004872,DEV03760,Accra,GH,Kampala,UG,0,Fraudulent,random_fraud
8923407069,7213366205,2025-05-31 16:09:56,17,international,SIM_FAKE_158,DEV04887,Nairobi,KE,Nairobi,KE,0,Fraudulent,subscription_fraud
4639480666,7114230565,2025-05-31 16:09:56,381,local,SIM010486,DEV08106,Accra,GH,Nairobi,KE,0,Genuine,none
3986914380,2272311690,2025-05-31 16:09:56,10,international,SIM000248,DEV05424,Johannesburg,ZA,Addis Ababa,ET,0,Genuine,none
2266773720,4620362001,2025-05-31 16:09:56,129,local,SIM011735,DEV04352,Lagos,NG,Kampala,UG,0,Genuine,none
5705565970,2410435878,2025-05-31 16:09:56,89,local,SIM006936,DEV08456,Nairobi,KE,Kampala,UG,0,Genuine,none
